radio_name,host_name,RAJ2000,DEJ2000,z,e_z,LengthMpc,e_LengthMpc,FirstDisc,DateDisc,Ref
ILTJ164259.62+371512.2,,250.758841,37.24708,0.40093,9e-05,1.485,0.034,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164315.09+523836.2,,250.811917,52.643217,1.18,0.197,0.91,0.059,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164321.01+452511.6,,250.837137,45.414992,1.044,0.01,0.723,0.049,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164326.59+482831.8,,250.857624,48.47508,1.134,0.562,0.762,0.186,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J164343.35+323444.2,250.930648,32.57896,0.13525,2e-05,1.174,0.015,Oei et al. 2022,2022-10-24,Oei et al. in prep.
,J164351.63+272857.8,250.965156,27.482744,0.6942,5e-05,1.364,0.044,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ164359.34+453120.8,,250.99775,45.519913,0.658,0.116,0.784,0.075,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164406.80+682059.5,,251.030199,68.35059,1.015,0.092,0.751,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164410.66+490749.2,,251.046688,49.130974,0.793,0.103,0.78,0.058,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164414.48+423612.2,,251.060532,42.603284,0.697,0.05,1.06,0.054,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164419.16+433943.4,,251.079217,43.662511,0.824,0.197,0.702,0.079,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164415.83+530756.2,,251.082288,53.13069,0.781,0.01,1.778,0.047,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164421.56+600015.6,,251.09003,60.003171,1.083,0.396,0.672,0.108,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164439.44+533845.5,,251.16334,53.646237,0.35,0.054,0.759,0.084,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164442.69+400741.9,,251.174526,40.12288,0.717,0.062,1.124,0.059,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164443.46+295453.6,,251.180888,29.913264,1.228,0.2,1.757,0.071,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164450.13+302719.0,,251.207431,30.456558,1.129,0.208,0.995,0.064,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164452.88+373009.4,,251.219065,37.502597,0.75786,6e-05,0.805,0.046,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164500.09+383450.8,,251.251378,38.582345,1.487,0.097,0.713,0.051,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164508.23+602813.1,,251.271938,60.47516,1.112,0.119,1.135,0.056,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164506.16+663300.3,,251.279352,66.550815,1.031,0.082,0.764,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164511.18+585806.5,,251.299381,58.968225,0.911,0.069,1.608,0.059,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164516.65+290450.0,,251.320278,29.080907,0.924,0.074,1.11,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164517.38+372025.8,,251.321863,37.339158,0.40053,9e-05,0.844,0.033,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164519.37+333754.0,,251.330321,33.630794,0.884,0.049,0.869,0.05,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164519.51+401055.8,,251.332907,40.181786,1.095,0.388,0.909,0.134,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164522.21+292233.7,,251.343323,29.374703,0.626,0.283,0.701,0.192,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164522.90+432519.8,,251.344371,43.423214,0.915,0.068,0.839,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164522.83+400334.0,,251.345307,40.061099,0.998,0.181,0.693,0.06,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164522.85+494943.6,,251.346774,49.831167,0.79,0.068,0.834,0.053,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164528.61+525209.7,,251.373316,52.868484,1.09,0.088,0.878,0.053,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J164533.02+260933.0,251.387596,26.159188,0.5274,0.0287,0.814,0.044,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ164531.65+450834.3,,251.388822,45.13916,1.236,0.564,1.175,0.231,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164544.69+375523.2,,251.436218,37.923922,0.60208,0.00016,0.728,0.042,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164556.02+495822.1,,251.487859,49.973042,0.957,0.205,1.043,0.086,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164603.99+460931.8,,251.513215,46.159644,0.53159,0.00012,1.254,0.039,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164603.91+361640.8,,251.514985,36.277588,1.73,0.523,0.942,0.076,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164613.59+285807.3,,251.557435,28.969189,1.266,0.326,0.744,0.067,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164627.06+662937.8,,251.620141,66.493382,1.236,0.15,1.436,0.057,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164633.18+454028.2,,251.638831,45.674423,0.96,0.103,0.759,0.053,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164634.11+602644.2,,251.643426,60.443303,2.44,0.01,0.853,0.05,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164633.82+350324.4,,251.644639,35.054916,0.86046,0.00042,0.883,0.047,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164640.22+462831.2,,251.671194,46.47402,0.914,0.01,1.043,0.049,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164641.81+362659.2,J164642.58+362710.7,251.677416,36.452944,0.43425,0.0001,0.757,0.029,Tang et al. 2020,2020-09-09,Mostert & Oei et al. 2024
ILTJ164643.48+372349.7,,251.682489,37.396222,0.586,0.041,0.971,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164658.92+613548.9,,251.708618,61.586586,0.22929,,1.338,0.103,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ164656.92+620958.9,,251.734944,62.166571,1.709,0.675,0.747,0.108,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164655.98+455734.7,,251.737491,45.959846,1.01,0.081,0.765,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164700.49+340953.8,,251.755107,34.166475,0.827,0.087,0.813,0.055,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164710.44+283432.4,,251.793093,28.572561,1.027,0.141,0.859,0.057,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164715.88+343323.3,J164712.64+343338.9,251.802693,34.560813,0.0995,1e-05,0.945,0.011,Oei et al. 2022,2022-10-24,Oei et al. in prep.
,J164716.09+765412.5,251.817046,76.903492,0.3793,0.0245,1.702,0.076,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ164727.31+450145.7,J164729.74+450142.6,251.873922,45.028526,0.31058,0.00014,2.146,0.028,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
,J164734.91+495000.5,251.895464,49.833497,0.047,0.01,1.087,0.218,Oei et al. 2022,2022-10-24,Oei et al. in prep.
,,251.932,67.8784,0.938,0.269,1.557,0.169,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ164748.51+443143.2,,251.952574,44.528748,1.051,0.224,0.929,0.072,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164749.08+343301.8,J164749.15+343253.0,251.954833,34.548056,0.723,0.001,1.014,0.045,Mahato et al. 2021,2021-11-22,Mostert & Oei et al. 2024
ILTJ164810.61+454939.6,,252.049646,45.826517,0.6,0.055,1.006,0.059,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164832.68+300059.6,,252.136721,30.016028,0.59557,0.00021,0.761,0.041,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,252.14587,73.12279,0.268,0.01,2.216,0.064,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ164842.57+395624.8,,252.175763,39.94379,0.66442,0.00012,0.735,0.044,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164843.35+341758.9,,252.184328,34.302555,0.485,0.052,0.848,0.062,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164847.22+374129.9,,252.196651,37.690477,1.09,0.122,0.736,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J164850.02+624708.7,252.208435,62.785768,0.1674,0.0133,1.1,0.074,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ164854.98+402918.7,,252.229316,40.486834,1.099,0.087,0.991,0.053,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J164858.00+280058.5,252.241705,28.016253,0.31171,9e-05,0.934,0.028,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ164905.22+292834.8,,252.270775,29.475996,0.769,0.038,0.772,0.047,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164906.16+311500.5,,252.273208,31.242083,0.358,,1.376,0.094,Dabhade et al. 2020 / prior,2020-08-05,Mostert & Oei et al. 2024
ILTJ164906.49+383132.8,,252.277569,38.524611,1.276,0.492,0.979,0.147,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164905.83+384421.4,J164906.98+384401.2,252.279108,38.73368,0.18473,4e-05,1.095,0.019,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ164916.00+510303.1,J164915.90+510243.0,252.316259,51.045303,0.35436,4e-05,1.356,0.031,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ164915.31+601552.0,,252.334073,60.262925,0.911,0.051,1.08,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ164928.45+304707.1,J164928.87+304652.4,252.370316,30.781239,1.12418,0.00028,0.926,0.05,Mahato et al. 2021,2021-11-22,Mostert & Oei et al. 2024
ILTJ164929.69+444700.9,,252.372346,44.783455,0.645,0.047,0.711,0.048,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ164927.51+652306.6,,252.394692,65.406075,0.39091,0.02604,1.441,0.068,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ164949.57+363522.5,,252.455227,36.587457,0.61526,0.00037,0.878,0.041,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,252.489722,55.81685,0.30836,0.04933,1.034,0.12,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ165002.14+412629.1,,252.506535,41.441023,1.247,0.305,0.802,0.066,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165004.61+330137.0,,252.519839,33.027287,0.436,0.031,0.723,0.046,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165006.26+414024.8,,252.522833,41.675674,0.58472,5e-05,0.821,0.041,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165008.11+485138.3,,252.534062,48.85796,0.861,0.102,0.755,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165013.17+431157.3,,252.556552,43.195539,0.418,0.078,0.935,0.112,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165019.97+391239.2,,252.589196,39.211728,0.989,0.141,3.472,0.138,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165021.31+430343.1,,252.590925,43.061611,1.321,0.29,0.783,0.06,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J165025.36+214458.0,252.605417,21.749389,0.28216,7e-05,0.74,0.026,Dabhade et al. 2020 / prior,2020-08-05,Dabhade et al. 2020 / prior
ILTJ165034.41+451332.1,,252.6435,45.226332,1.036,0.189,0.699,0.06,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165036.26+315639.2,,252.647265,31.94539,0.457,0.069,0.793,0.077,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165037.51+324215.3,,252.65587,32.705248,1.059,0.01,1.426,0.05,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J165039.80+504959.1,252.665851,50.833086,0.4862,0.1002,1.396,0.168,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ165042.88+511313.2,,252.677928,51.218391,0.711,0.347,0.808,0.231,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165057.38+495323.5,J165056.05+495310.4,252.733573,49.886225,0.2497,0.0518,1.176,0.183,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ165116.54+321015.0,J165113.78+320943.4,252.807419,32.162069,0.664,0.13,3.284,0.296,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ165113.68+600207.8,,252.813362,60.033839,0.668,0.066,0.898,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165123.59+373424.6,,252.849631,37.572348,0.473,0.042,0.703,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165130.38+612558.7,,252.857839,61.425628,0.51823,0.04199,1.048,0.058,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165133.03+422928.3,,252.88457,42.489729,0.46051,0.00017,0.801,0.036,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165135.59+305614.5,J165135.46+305610.9,252.897753,30.936372,0.6359,0.1394,1.921,0.205,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
,J165141.84+503726.4,252.924352,50.624017,0.13733,3e-05,1.309,0.015,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ165145.32+444128.1,,252.938368,44.690365,0.953,0.054,0.979,0.05,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165153.74+680830.1,,252.981826,68.140212,1.747,0.418,0.928,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J165159.91+273836.7,252.999639,27.643542,0.5334,0.095,1.315,0.128,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ165207.42+350942.0,,253.032288,35.161321,0.793,0.077,0.761,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165218.09+334330.2,J165207.89+334304.2,253.032904,33.717834,0.23753,4e-05,1.283,0.023,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ165222.32+421112.5,,253.090986,42.18836,0.659,0.045,1.251,0.056,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165224.77+615449.4,,253.104411,61.914017,0.745,0.047,0.735,0.049,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165231.34+401350.7,,253.138379,40.232871,0.90223,8e-05,1.143,0.048,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J165234.87+375538.3,253.145294,37.927318,0.3255,5e-05,1.545,0.029,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ165239.81+581544.2,,253.16867,58.26032,0.54328,0.02192,1.772,0.053,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ165247.26+290858.1,J165243.21+291008.7,253.180048,29.169102,0.14358,2e-05,1.016,0.016,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ165245.43+565906.9,,253.188812,56.981098,0.845,0.064,0.895,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J165247.40+323500.0,253.197536,32.583359,0.19936,6e-05,2.101,0.02,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ165255.18+443715.5,,253.231427,44.619689,0.976,0.109,1.198,0.059,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165300.79+454021.3,,253.25358,45.673271,0.35934,6e-05,0.815,0.031,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165304.89+400531.2,,253.270785,40.117383,0.14828,2e-05,1.366,0.016,Hardcastle et al. 2023,2023-08-29,Oei et al. in prep.
ILTJ165309.93+624757.2,,253.293468,62.799389,0.345,0.031,1.05,0.07,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165334.41+444242.6,,253.393331,44.709124,0.75,0.092,0.767,0.058,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165339.14+582427.7,,253.416714,58.399914,0.732,0.065,0.73,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165345.25+373534.9,,253.440345,37.589648,0.45232,9e-05,0.729,0.036,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J165347.79+371204.9,253.449127,37.201369,0.313,0.0694,1.433,0.225,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ165350.18+364054.2,,253.45523,36.680411,0.889,0.065,0.918,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165405.31+362735.1,,253.518096,36.46149,0.74,0.065,1.484,0.068,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165407.56+381008.1,,253.531319,38.168277,1.072,0.14,0.713,0.055,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165410.03+342815.4,,253.543128,34.472468,0.62039,0.00018,0.835,0.042,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,253.604828,65.425461,0.17033,,0.719,0.061,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ165428.28+424739.9,,253.617551,42.796366,0.873,0.167,1.049,0.083,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165431.20+494413.4,,253.624877,49.738991,0.463,0.073,1.45,0.136,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165454.23+671935.5,,253.736874,67.32648,1.104,0.129,1.109,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165512.35+331226.5,,253.80262,33.204973,0.928,0.063,0.736,0.05,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165514.86+460218.2,,253.810795,46.038264,0.947,0.149,0.932,0.064,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165518.69+464524.5,,253.828157,46.75774,0.896,0.102,1.486,0.07,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165524.76+564531.1,,253.853042,56.758862,0.829,0.073,1.23,0.058,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165552.42+433557.3,,253.970192,43.599106,1.283,0.114,0.704,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165554.99+295159.7,J165554.18+295151.0,253.975763,29.864169,0.2276,0.0262,1.126,0.102,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
,J165559.10+380700.6,253.996269,38.116855,0.1649,0.0247,0.978,0.122,Oei et al. 2022,2022-10-24,Oei et al. 2022
,J165600.91+263651.6,254.003793,26.614339,0.77778,0.05145,2.658,0.077,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ165608.22+365444.6,,254.031592,36.911895,0.6409,0.00018,0.881,0.043,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J165611.70+254651.3,254.048788,25.78093,0.18738,3e-05,0.854,0.02,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ165615.49+413533.1,J165615.32+413523.7,254.06385,41.589942,0.45484,0.00017,1.075,0.036,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ165620.70+640733.5,,254.08681,64.131612,0.21234,2e-05,0.702,0.021,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165627.92+613627.2,,254.120984,61.60009,0.814,0.073,0.98,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165646.18+622147.2,,254.194346,62.36215,0.988,0.128,0.739,0.054,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165659.74+374131.0,,254.249418,37.693944,1.316,0.326,1.139,0.077,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165706.31+642757.1,J165707.25+642833.5,254.280246,64.475978,0.704,0.042,1.81,0.061,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ165710.62+375023.2,,254.296262,37.838424,1.143,0.079,0.764,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165728.75+293853.8,,254.365215,29.652556,0.809,0.051,1.051,0.052,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165728.32+464044.0,,254.366741,46.676851,0.858,0.136,0.832,0.064,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165741.94+640310.3,,254.421114,64.052155,0.848,0.061,0.721,0.05,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165759.05+583342.1,,254.495208,58.563734,0.771,0.075,0.789,0.054,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165807.59+383715.3,,254.532742,38.621269,0.25773,3e-05,0.909,0.024,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165816.10+341400.8,,254.56824,34.235084,0.996,0.61,0.754,0.257,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165818.69+391502.8,J165818.41+391503.0,254.576726,39.250834,0.6122,0.035,1.749,0.061,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ165823.90+382138.4,,254.600058,38.360977,0.44748,2e-05,0.834,0.035,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165829.94+603005.4,,254.625145,60.50137,0.711,0.066,0.748,0.053,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165834.63+375115.8,,254.64389,37.854416,0.969,0.075,0.735,0.051,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165835.36+425345.8,,254.646611,42.894896,0.556,0.301,0.908,0.317,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165837.30+445228.1,,254.65494,44.874729,1.185,0.114,1.175,0.054,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165841.24+385943.7,,254.668223,38.995567,1.634,0.355,0.953,0.055,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165845.20+682051.6,,254.68355,68.34822,0.61,0.082,0.832,0.067,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165846.75+290927.6,,254.695655,29.160378,0.57543,5e-05,0.851,0.041,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165856.20+454940.0,J165855.73+454924.6,254.732234,45.823503,0.437,0.0505,0.908,0.071,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ165857.15+375322.8,,254.739017,37.888554,1.073,0.086,0.699,0.052,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165857.22+351952.9,,254.74047,35.333018,0.95117,0.00013,0.718,0.049,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165857.49+585113.3,,254.747836,58.852848,0.932,0.05,0.859,0.05,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J165859.94+724607.9,254.749755,72.768877,0.9589,0.0669,2.001,0.06,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ165916.66+604243.4,,254.825114,60.713388,1.662,0.443,0.939,0.064,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ165943.30+353143.2,,254.927074,35.530634,0.73,0.099,0.976,0.069,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ165942.90+375422.0,,254.9295,37.906306,1.03807,0.00033,0.742,0.05,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,J165958.16+771450.0,254.992367,77.247223,0.1059,0.0508,0.808,0.345,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ165957.47+330651.7,J165958.76+330642.4,254.994872,33.111786,0.29151,7e-05,1.379,0.027,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ170009.49+423459.8,,255.036874,42.582917,0.881,0.087,0.957,0.056,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ170015.79+380823.9,,255.064271,38.141529,0.569,0.151,1.128,0.164,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ170018.52+295014.9,,255.077611,29.836637,0.64794,2e-05,0.944,0.043,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ170031.47+644833.0,,255.138709,64.810693,0.796,0.181,0.814,0.085,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
ILTJ170044.91+653321.3,J170040.64+653346.4,255.169366,65.562903,0.2716,0.0254,2.13,0.143,Oei et al. 2022,2022-10-24,Mostert & Oei et al. 2024
ILTJ170041.94+381222.7,,255.174392,38.205571,1.024,0.319,0.797,0.104,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J170053.00+355956.2,255.220846,35.998966,0.11272,2e-05,1.321,0.013,Oei et al. 2022,2022-10-24,Oei et al. in prep.
ILTJ170053.64+593401.3,,255.221644,59.567245,1.267,0.207,0.75,0.054,Mostert & Oei et al. 2024,2024-02-23,Mostert & Oei et al. 2024
,J170057.16+450541.3,255.238189,45.094816,0.40809,5e-05,1.582,0.034,Oei et al. 2022,2022-10-24,Oei et al. 2022
ILTJ170113.15+293653.5,,255.301472,29.627868,0.19579,2e-05,0.821,0.02,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
ILTJ170129.38+302501.0,,255.370662,30.417704,0.713,0.072,0.891,0.057,Hardcastle et al. 2023,2023-08-29,Mostert & Oei et al. 2024
,,255.389406,79.955389,0.32615,0.09518,1.167,0.246,Oei et al. 2022,2022-10-24,Oei et al. 2022
